Timestamp,GDP in Germany Annually,Average Income in Germany Annually,Expenditures for alcoholic beverages in Germany Annually,Personal Savings in Germany Quarterly,Disposable Personal Income in Germany Quarterly,Consumer Spending in Germany Quarterly,Unemployment Rate in Germany Monthly,Consumer Confidence in Germany Monthly,Car Production in Germany Monthly,Car Registrations in Germany Monthly,Capacity Utilization in Germany Monthly,Business Confidence in Germany Monthly,Bankruptcies in Germany Monthly,BMW 3-Series Sales in Germany (annually),BMW 3-Series Sales in Germany (quarterly),BMW 3-Series Sales in Germany (monthly),BMW 3-Series Sales in China,BMW 3-Series Convertible Sales in China,BMW 3-Series Coupe Sales in China,BMW 3-Series Estate Sales in China,BMW 3-Series Sedan Sales in China,BMW i3 Sales in China,BMW i4 Sales in China,BMW 3-Series Estate Sales in Germany,BMW 3-Series Convertible Sales in Germany,BMW 3-Series Coupe Sales in Germany,BMW 3-Series Estate Sales in Germany,BMW 3-Series Sedan Sales in Germany,BMW i3 Sales in Germany,BMW i4 Sales in Germany,Tesla Model 3 Sales in China,Tesla Model S Sales in China,Tesla Model 3 Sales in Germany,Tesla Model S Sales in Germany
31.10.23,,,,,,,0.06,-26.7,322843,218959,,87,1481,0,0,2756,11061,0,0,0,11061,0,159,0,0,0,2031,725,0,1444,3308,41,1607,65
30.11.23,,,,,,,0.06,-28.3,401407,245701,,87.2,1513,0,0,2976,12995,0,0,0,12995,0,201,0,0,0,2127,849,0,2261,15384,26,1937,82
31.12.23,4456.08,54580,28477801360,,623.9,471.3,0.06,-27.6,258254,241883,,86.4,1550,34847,11282,2762,13380,0,0,0,13380,0,227,0,0,0,2032,730,0,3222,15443,303,1131,85
31.01.24,,,,,,,0.06,-25.4,301538,213553,,85.4,1622,0,0,2902,16003,0,0,0,16003,0,180,0,0,0,2337,565,0,880,10266,17,695,31
28.02.24,,,,,,,0.06,-29.6,374140,217388,,85.7,1785,0,0,2517,7595,0,0,0,7595,0,77,0,0,0,2002,515,0,774,7869,1,550,37
31.03.24,,,,11,634.32,471.83,0.06,-28.8,360821,263844,,87.8,1802,0,0,3716,13192,0,0,0,13192,0,130,0,0,0,2863,853,0,941,14303,46,545,48
30.04.24,,,,,,,0.06,-27.3,396427,243102,,89.1,1906,0,13096,3961,11164,0,0,0,11164,0,135,0,0,0,2921,1040,0,891,5083,25,492,17
31.05.24,,,,,,,0.06,-24,305554,236425,,89.2,1934,0,0,3022,13765,0,0,0,13765,0,226,0,0,0,2365,657,0,680,15515,35,710,10
30.06.24,,,,,636.65,469.83,0.06,-21,349310,297329,,88.6,1653,0,0,2920,15092,0,0,0,15092,0,304,0,0,0,2168,752,0,618,17925,41,1202,70
31.07.24,,,,,,,0.06,-21.6,318585,238263,,87,1937,0,0,3386,11878,0,0,0,11878,0,282,0,0,0,2516,870,0,890,10643,31,450,43
31.08.24,,,,,,,0.06,-18.6,300964,197322,,86.6,1764,0,11731,2403,7182,0,0,0,7182,0,235,0,0,0,1669,734,0,901,18142,34,389,12
30.09.24,,55184,28733233030,,643.91,470.74,0.06,-21.9,389301,208848,,85.4,1819,0,0,2597,0,0,0,0,0,0,0,0,0,0,1919,678,0,633,0,0,608,54
